,Job Title,Location,Date,Link,Job Attributes,Job Description
89,Cofounder/Technology Partner,San Mateo,Jun 17,https://sfbay.craigslist.org/pen/sof/d/san-mateo-cofounder-technology-partner/7143511584.html,"
compensation: TBD

employment type: contract

","

QR Code Link to This Post


Looking for a co founder with background in large Database Architecture
General:
5-10+ years architecting expertise in USA with implementation of software systems utilizing large SQL databases, integeration with APIs such as Qucikbooks, Macropoint, DAT, PC miler etc and must be closely familiar with multi-tier application architecture based on browser or smart-client that utilize middle tier services. Ability to provide services in SQL database design and performance tuning is required. Must have taken a project from conception to production in real time. Experience with Transportation & Logistics industry will be plus.
 Technical: 
Qualifications should include a proven track record of designing and delivering successful database solutions, a passion for building products that meet real customer needs and have deep technical problem-solving skills. Expert level knowledge in Msft SQL Server,  and knowledge of multiple areas amongst the following fields is required: ASP.Net, BizTalk, Share Point Services, and Windows Servers with strong emphasis on back-end scalability, systems availability. Knowledge in C/C++, C#, JavaScript, XML, Embeded SQL, .NET, SOAP and WSDL  is required. A BS degree in Computer Science is required and a MS/PhD preferred.
Specific Key Responsibilities:
•    Develop and evolve the logical and physical database design for our various products and applications
•   Provide optimization and performance tuning for all database designs
•  Lead the design, development, and implementation of new database solutions to meet product requirements
•    Provide technical leadership to the team in all aspects of database design, structure, and usage
•     Ensure growth management of all application databases
•     Provide risk analysis for existing databases
•   Develop and review all complex stored procedures and database schema changes
 Qualifications:
•      8+ years’ experience designing systems and applications, including coding stored procedures using Microsoft SQL Server
•               Experience with high-volume e-commerce solutions, preferably J2EE based solutions
•               Experience designing complex database systems utilizing numerous design methodologies 
•               In-depth understanding of data warehousing
•               Strong data analysis skills and experience
•               Proven understanding of relational database design, data modeling,  physical schema design, stored procedures, and high volume database tuning
•               Must have experience with significant volumes of data, 300+ GB 
•               Solid understand and background utilizing object oriented methodologies
•               Experience using Java JDBC as well as Microsoft technologies (ADO)
•               Strong optimization skills with high volume databases (>300GB) with extensive knowledge of Microsoft SQL Server technologies
•               Excellent communication and mentoring skills
•               BS or MS Computer Science degree or equivalent experience
Preferred Skills:
•               Application development background
•               Java development experience
•               Reporting solutions exposure, including OLAP
•               Research background, particularly primary market research
•               Strong understanding of statistics and research methodologies
.               Strong AI background

- Excellent communication ( written and verbal)  skills
•	This position will be based in USA/, India.  Possibly move to USA after 6 months
•	Equity in the startup company 
 Please direct your responses to: meharmatsbcglobal.net


"
90,Autonomous Vehicle Operator | $23 per hour,N/A,Jun 17,https://sfbay.craigslist.org/pen/sof/d/sunnyvale-autonomous-vehicle-operator/7143560162.html,"
compensation: $23 per hour

employment type: full-time

","

QR Code Link to This Post



If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/40acbaec/apply


Baidu USA, one of the R&D centers of Baidu, China’s largest search engine provider,  is growing their team of Autonomous Vehicle Operators.HireArt is looking to hire an Autonomous Vehicle Operator to work at Baidu USA’s Sunnyvale location on a contract basis. In this role, you'll operate test vehicles to directly evaluate and improve their technologies. You will be uniquely positioned to contribute to an exciting team that is leveraging artificial intelligence, deep learning, big data, advanced hardware, and high definition maps toward the goal of commercializing autonomous driving.The ideal candidate is passionate about the Autonomous Vehicle industry, enjoys facing challenges, can quickly adapt to new processes, and is eager to add value with their feedback. You'll get to work with a high caliber, talented team, learn new skills, and be introduced to advanced software and hardware environments.This is a full-time, 4-month contract role through HireArt which may require some flexibility in schedule to accommodate testing during different weather conditions.As a HireArt employee you'll receive:
Employer-subsidized health, vision, and dental insurance
Employer-subsidized life insurance
Employer-subsidized short and long-term disability insurance
Responsibilities:
Master vehicle operations processes and practices
Provide detailed feedback on the technology 
Be a voice of Apollo, an open source autonomous driving platform, to our partners, self-driving enthusiasts & curious onlookers


If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/40acbaec/apply


Requirements

BA/BS degree or comparable relevant experience.  
Valid US driver's license with at least 7 years of driving experience and a clean driving record 
Must have a sound understanding of autonomous vehicle technology 
Strong desire to learn new skills and technologies
 Strong communication skills, both verbal and written 
You are a great collaborator and team player
 Experience with Linux Operating System 
Nice to Have but Not Required 
Fluent in Chinese (Mandarin)
 Proficient in Microsoft Office Suite
 Experience with public demonstrations
 Commitment: This is a full-time (40 hours per week), 4-month contract position through HireArt and based in Sunnyvale, CA. 

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/40acbaec/apply


About Baidu USA
Located in the heart of Silicon Valley, Baidu USA’s team of elite, world-class researchers and engineers devote their time to tackling the most challenging, change-the-world projects in AI and related fields. Baidu USA is comprised of four groups: Baidu Research US, Intelligent Driving Group US, Baidu USDC and Smart Living Group US. At Baidu USA, we act with the nimbleness of a startup, but as a global company, have access to immense computing resources and data. This makes Baidu USA the best place for those working in AI to see their work developed and potentially deployed to hundreds of millions of users. The name Baidu was inspired by a poem written more than 800 years ago during China's Song Dynasty. Baidu, whose literal meaning is “hundreds of times,” represents a persistent search for the ideal.

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/40acbaec/apply

 "
91,AR/VR Apps Review Specialist  | $35 - $40/hour,menlo park,Jun 17,https://sfbay.craigslist.org/pen/sof/d/menlo-park-ar-vr-apps-review-specialist/7143560136.html,"
compensation: $35.00 - $40.00 per hour

employment type: full-time

","

QR Code Link to This Post



If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/63299dcc/apply


HireArt is helping our client, an Innovative VR company, hire a detail oriented and analytical AR/VR Apps Review Specialist to test and review all applications shipped on our client's platform and ensure they are high-quality, trustworthy, and meet our client's Content Policy and Virtual Reality Checks. This position is remote to start but will transition to in-office.You'll work to ensure policy compliance for 3rd party applications through the use of manual review, data analysis, automated detection tools, and coordination with product teams.A successful candidate will be passionate about privacy and security, is detail oriented, is a strong user/developer advocate, has the ability to make quick and informed decisions, and carefully considers the societal impact of new technologies.As AR/VR Apps Review Specialist, you will:
Execute the testing process for third party submissions to the our client's platform to ensure apps meet data use, content policy, and other requirements

Report on trends and advocate for platform level solutions to common rejection reasons
Propose and drive improvements to the testing and feedback process
Communicate with developers about their submission results and provide 1:1 ticketed support
Ability to quickly identify root causes as well as subtle, hidden issues, and use logic to propose effective solutions


If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/63299dcc/apply


Requirements
Minimum Qualifications
2+ years of video game QA or application testing experience
Developer advocate, proven experience helping app developers overcome challenges to help them succeed
Communication skills and experience to clearly document complex bugs and the steps to reproduce
Ability to work successfully with multiple teams
Ability to identify opportunities to improve user experience through workflows, documentation and interfaces
Ability to proactively identify gaps in data, content, or guidelines

Preferred Qualifications
BA/BS Degree
Background in information security or content policy
Previous experience working within a compliance or regulatory environment is a plus



If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/63299dcc/apply

 "
92,Software Engineer- Artificial Ingelligence Machine Learning,"Emeryville, CA",Jun 17,https://sfbay.craigslist.org/nby/sof/d/emeryville-software-engineer-artificial/7143549887.html,"
compensation: 80/hour

employment type: contract

","

QR Code Link to This Post


SOFTWARE ENGINEER- ARTIFICIAL MACHINE LEARNING
LOCATION: EMERYVILLE, CA
WAGE: $80/HOUR
CONTRACT ROLE


The Artificial Intelligence, Machine Learning (AI / ML) Software Engineer will be responsible for supporting Artificial Intelligence, Machine Learning, and Data Science solutions for the company. We’re looking for engineers with a passion for Artificial Intelligence to help drive a new generation of data and machine learning enabled services and products to impact healthcare.
You will enjoy working with a highly talented and diverse team of data scientists and engineers specializing in deep learning, active learning, and classical machine learning on one of the richest data sets in US healthcare. You'll be equipped with nearly limitless cloud compute resources and be expected to deliver business impact through implementation of a large pipeline of AI models.
The ideal candidate will have a background in Python, have experience working with large data sets, and have experience in building and deploying data-driven solutions. You are focused on results, a self-starter, able to put the team-first, and have demonstrated success in using data science to develop and deploy solutions with a focus on impact.
Position Responsibility:
• Provide technical leadership and implementation for Software Engineering projects supporting our AI and machine learning goals
• Modifies, implements, tests, and supports all product related technology and functionality, including software infrastructure in an AWS hosted environment
• Demonstrates strong drive to learn and advocate for development best practices (TDD, code reviews, continuous integration, etc.)
• Communicates proactively and effectively with team members and other product stakeholders in a highly Agile environment
• Self-starter that will take tasks and accomplish them with little oversight according to timelines and budgets agreed upon with business and technology stakeholders
Minimum Qualifications:
• You have 2+ years’ experience working on applications of machine learning with strong to expert ability in Python as a primary language
Critical Skills:
• Experience building automated processes that are supportable, monitored, and enterprise-scale
• Experience working with and integrating services from popular ML packages such as Keras, TensorFlow, XGBoost, SciKit Learn
• Above average capabilities with cloud computing techniques or tools such as S3, EC2, EMR, SageMaker, ECS, Lambda, IAM
• SQL design and development skills
Additional Knowledge & Skills:
• Spark or Pyspark experience preferred
• Experience building/consuming REST web services
• Demonstrated initiative with learning new technologies
• Exceptional interpersonal and communication skills    "
93,JavaScript Developer at craigslist,financial district,Jun 17,https://sfbay.craigslist.org/sfc/sof/d/java-developer-at/7134225391.html,"
compensation: DOE

employment type: full-time

","

QR Code Link to This Post



craigslist seeks JavaScript developers to:

imagine, design, implement, test, and roll out new features
ship code daily and see it loved (or hated) by millions
draw from and contribute to various open source projects
enjoy a tech-driven, laid-back, idealistic, fun-loving workplace

Required skills:

proficiency with JavaScript/jQuery/AJAX, CSS, CSS pre-processors (we use LESS!), HTML
deep understanding of front end web development and optimization
fluent in engaging, accessible, cross-browser, responsive web design
prolific troubleshooting and problem solving skills
well-grounded in basic UI/UX design principles

Experience with any of the following is beneficial, but not required:

Node.js
UI libraries and frameworks
large scale, big traffic, high performance websites
website security, cross-site scripting & other vulnerabilities
API design and maintenance
mobile app design, supporting mobile platforms
integrated mapping technologies
Linux/UNIX, Perl, Python, C/C++

The ideal candidate:

self-motivated and highly productive
a data-driven problem solver
passionate about helping (and delighting) end users
loves learning and teaching others
passion for automation
makes teammates better
resourceful and adaptable
communicates effectively
empathetic and self-aware
loves craigslist 

A sampling of the technologies we work with includes:

Linux, Apache, MySQL, Perl
Python, Node.js, C/C++
JavaScript, jQuery, AJAX
redis, SQLite
HTML, CSS, JSON, XML

craigslist offers:

an unusually philanthropic company mission and philosophy
a small team (~50) of fun-loving, smart, interesting, idealistic people
non-garden-variety tech challenges at billion-page-view-per-day scale
a tech nirvana, free from VCs, MBAs, sales, marketing, biz dev, or pivoting
big company stability and benefits -- w/o the dysfunction and despair
competitive market rates for you -- free classifieds for humanity

craigslist benefits include:

100% paid (including eligible dependents) health and dental insurance
craigslist-provided health reimbursement account ($4K-$10K)
3-to-1 match on employee charitable donations (up to 10% of salary)
401(k) matching program (up to 6% of salary), with immediate vesting
4 weeks paid time off; 10 paid holidays
paid parental leave
commuting stipend (up to $360/month)
wellness stipend (up to $150/month)
mobile phone and at-home internet stipend (up to $250/month)
bike-friendly culture, in-office bicycle parking
healthy (vegan, vegetarian, omnivore) breakfast, lunch, and snacks daily
SF HQ with 25' ceilings, all natural light, adjustable height desks, CoffeeBot 9000

Please note: This position is based in craigslist's San Francisco office. Relocation expenses will be reimbursed. Candidates must be authorized to work in the United States without sponsorship.

To apply, please reply with your plain text resume, a cover email which includes a summary of your technical strengths and interests, and JS DEV in the subject line. No attachments, please.

craigslist is an equal opportunity employer and does not discriminate based sex (including pregnancy, perceived pregnancy, childbirth, breastfeeding, and related medical conditions), age, genetic information, marital/domestic partner status, medical condition (including cancer, genetic characteristics, or AIDS/HIV), mental/physical disability, national origin or ancestry (including language use and holding a driver's license granted under Vehicle Code section 12801.9), race and color, religion, creed, gender (including actual/perceived gender identity, expression, or transition, and transgender or gender non-conforming status), sexual orientation, weight, height, military/veteran status, or any other characteristic protected by federal, state, or local laws.
"
94,Machine Learning Developer at craigslist,financial district,Jun 17,https://sfbay.craigslist.org/sfc/sof/d/san-francisco-machine-learning/7134226807.html,"
compensation: DOE

employment type: full-time

","

QR Code Link to This Post



craigslist seeks machine learning developers to:

create, monitor, and maintain ML and classification systems
imagine, design, implement, test, and roll out new features
ship code daily and see it loved (or hated) by millions
draw from and contribute to various open source projects
enjoy a tech-driven, laid-back, idealistic, fun-loving workplace

Required skills:

prior experience in anti-fraud / spam / scam systems
understanding of web development concepts
solid knowledge in one or more programming languages
good troubleshooting and problem solving skills
familiarity with Linux/UNIX

Experience with any of the following is beneficial, but not required:

security, web site vulnerabilities, phishing attacks
machine learning
classification systems
neural networks
large scale, big traffic, high performance websites
risk management and compliance
open source intelligence and systems for sharing threat intelligence
event driven programming

The ideal candidate:

self-motivated and highly productive
a data-driven problem solver
passionate about helping (and delighting) end users
loves learning and teaching others
passion for automation
makes teammates better
resourceful and adaptable
communicates effectively
empathetic and self-aware
loves craigslist

A sampling of the technologies we work with includes:

Linux, Apache, MySQL, Perl
Python, Node.js, C/C++
JavaScript, jQuery, AJAX
redis, SQLite
HTML, CSS, JSON, XML

craigslist offers:

an unusually philanthropic company mission and philosophy
a small team (~50) of fun-loving, smart, interesting, idealistic people
non-garden-variety tech challenges at billion-page-view-per-day scale
a tech nirvana, free from VCs, MBAs, sales, marketing, biz dev, or pivoting
big company stability and benefits -- w/o the dysfunction and despair
competitive market rates for you -- free classifieds for humanity

craigslist benefits include:

100% paid (including eligible dependents) health and dental insurance
craigslist-provided health reimbursement account ($4K-$10K)
3-to-1 match on employee charitable donations (up to 10% of salary)
401(k) matching program (up to 6% of salary), with immediate vesting
4 weeks paid time off; 10 paid holidays
paid parental leave
commuting stipend (up to $360/month)
wellness stipend (up to $150/month)
mobile phone and at-home internet stipend (up to $250/month)
bike-friendly culture, in-office bicycle parking
healthy (vegan, vegetarian, omnivore) breakfast, lunch, and snacks daily
SF HQ - 25' ceilings, all natural light, adjustable height desks, CoffeeBot 9000

Please note: This position is based in craigslist's San Francisco office. Relocation expenses will be reimbursed. Candidates must be authorized to work in the United States without sponsorship.

To apply, please reply with your plain text resume, a cover email which includes a summary of your technical strengths and interests, and ML DEV in the subject line. No attachments, please.

craigslist is an equal opportunity employer and does not discriminate based sex (including pregnancy, perceived pregnancy, childbirth, breastfeeding, and related medical conditions), age, genetic information, marital/domestic partner status, medical condition (including cancer, genetic characteristics, or AIDS/HIV), mental/physical disability, national origin or ancestry (including language use and holding a driver's license granted under Vehicle Code section 12801.9), race and color, religion, creed, gender (including actual/perceived gender identity, expression, or transition, and transgender or gender non-conforming status), sexual orientation, weight, height, military/veteran status, or any other characteristic protected by federal, state, or local laws.
"
95,"Freelance gig: beta test early book draft, ""100 days to a $250k+ job""",N/A,Jun 17,https://sfbay.craigslist.org/sfc/sof/d/san-francisco-freelance-gig-beta-test/7143295868.html,"
compensation: Described in the post.

employment type: contract

telecommuting ok

","

QR Code Link to This Post


Next book is in early stages and we're aiming for the startup philosophy of ""You should be embarrassed by the first version you ship"".  Working title is ""100 days to a $200k+ job"".

Here's the preamble that we're posting publicly to recruit early readers:

My coauthor and I are both highly-paid employees at Big Tech companies.

That's today.  

Previously, we both failed multiple ""big tech"" interview processes then succeeded.

And now we're writing a simple book to teach people a systematic step-by-step process to succeed.

We both felt overwhelmed by the book Cracking the Coding Interview and the super-pricey ""Interview Cake"" course, and The Algorithm Design Manual... and even after buying these, didn't get through them – we said ""screw it"". After all, we're both passionate programmers, have worked at many startups, and have tons of industry experience (only one of us has a CS degree).

What we did was conquer the path into great jobs at great companies and we want to pave the way for others. As such, we are seeking ""beta readers"" to provide brutal feedback on an early draft of our book.  

This is a simple, easy-to-read book – it's a manual, and it's intended to be as readable as a GETTINGSTARTED.md guide of an easy-breezy open source project.  

This is NOT a bootcamp; this NOT an income-share agreement program.  

This is a book (currently, a manuscript in Google Docs format), and we need people to provide brutal feedback.

Here are our expectations:

0) Send me an DM with a quick blurb on your background.  You should have at least one year of industry experience as a programmer, but even better if you have 10+.  We'll reach out and schedule an intro call at your convenience.

1) You read through the entire draft and provide Comments in the Google Doc:

* When you get bored, stop reading, and check social media (HN/Twitter/Reddit/etc)
* When you roll your eyes
* When you want to share a quote or section with a friend
* When you laugh, get excited, or feel hooked
* Which sections you loved, and which ones you hated
* Anytime something is confusing or rubs you the wrong way

2) Phone call once you're done for a full debrief

3) In exchange, you get:

* Highly likely chance of increasing your income permanently
* Paperback copy of the book upon release
* Your name in the acknowledgments sections of the book
* $50 gift card (small token of gratitude, rather to illustrate that we have skin in the game)


Interested?  DM and proceed.    "
96,Traveling PLC Programmer Opportunity!,N/A,Jul  9,https://stockton.craigslist.org/sof/d/stockton-traveling-plc-programmer/7156493976.html,"
compensation: Starting salary of $80 - $90K with a ramp up schedule to $100k within 90 days

employment type: full-time

","

QR Code Link to This Post


The Job:

Our Northern-California based client is seeking highly-skilled PLC programmers who are comfortable traveling to various job sites throughout the US, CA, and MX.

We recently signed a contract with a global company and therefore have an influx of projects that need highly trained programmers who have industrial experience as well as the the ability to read and understand panel drawings.

You will be traveling for 3 weeks out of the month. The last week you have the option to remain at home on-call. This gives you the opportunity to have 12 weeks of PTO out of the year. You must be able to work with limited supervision and have a solid understanding of troubleshooting PLC software in Allen-Bradley.

What's in it for you?

This is a growing company with a lot of room for professional and financial growth. You will have the opportunity to give a lot of input into your role and make it what you want. You will be able to work on a variety of projects and get a wide range of experience. In addition, the culture of the company is relaxed and familial. That means they understand that life happens outside of work. If you need to time off to see your son's play or daughter's soccer game, go for it!

About Company:

The client company provides installation, start-up, calibration services, instrumentation, process control, communications, and electrical systems. They focus on providing leading automation and industry expertise to help their clients envision and capture the value of innovative technologies and accelerate a sustainable competitive edge.

We are looking for PLC Programmers who can help us continue our rapid growth, achieve project goals, and ‘WOW’ our clients!

Primary Duties:

The day-to-day:

•	Travel to customer/project site for implementation and support
•	Design, develop, maintain, document, troubleshoot, and debug PLC programs.
•	Develop and optimize processes and perform maintenance and fault diagnostics once the process has
been implemented.
•	Electrical and control experience and aptitude.
•	Ability to write, understand, and troubleshoot PLC software in Allen Bradley
•	Ability to read, understand, and create electrical and control schematics.
•	Ability to troubleshoot and debug electrical and control circuits.
•	Understanding of process and machine control.
•	Ability to manage details of technical requirements including task assignments, tracking, and
communications.
•	Ability to manage multiple projects at once while maintaining project cost and schedule constraints.
•	Ability to manage workload effectively, to plan, organize, and prioritize work and meet deadlines.
•	Ability to work with other disciplines.
•	Proven ability to design, debug, and resolve software and control systems.
•	Ability to assist wherever needed to help complete the project or achieve the goal.

What we're looking for:

•	2 - 5 years of PLC programming experience (Allen-Bradley- required; RSLogix5000 preferred; other platforms a plus)
•	Ability to travel weekly (USA, Mexico and Canada)
•	Read and understand PLC programs
•	Read and understand electrical/electronic drawings and instruction
•	Read and understand equipment manuals, shop drawings, and equipment/tool operation instructions
•	Familiar with electrical/electronic troubleshooting equipment and application
•	Ability to discuss technical issues with coworkers and customers and impart an understanding of machine
requirements 
•	Ability to direct work without creating conflict
•	Ability to troubleshoot and solve moderately difficult problems with clear alternatives to choose from
•	Ability to create simple reports and conduct simple math
•	You have incredibly strong written and verbal communication skills
•	Willing and able to work extended hours as needed
•	Must have a valid driver’s license. Passport a plus
•	Must be legally authorized to work in the US
•	The ability to build rapport and cultivate relationships with clients and co-workers


Soft Skills:

•	Strong communication skills
•	Pro-active
•	Team Player
•	Great customer service
•	Highly motivated with the discipline to work autonomously

Benefits:

•	Competitive pay based on experience
•	Paid vacation and holidays
•	Opportunities for career advancement and growth
•	Prepaid travel

The company is headquartered in Stockton, CA. The client is ready to hire immediately through a virtual interview and selection process.
"
97,Want a career in IT or Tech? We can help,N/A,Jul 15,https://sacramento.craigslist.org/sof/d/sacramento-want-career-in-it-or-tech-we/7159938654.html,"
compensation: $40000 to $70000

employment type: full-time

","

QR Code Link to This Post


Begin your career as a Software Engineer,

Want a career instead of a job? Get the right education to land your dream job. Software Engineers are in high demand, and at Kenzie Academy, our team of expert instructors -- from companies like Google, DropBox, and LinkedIn -- have developed an immersive training program to launch your new career in tech.

We believe that you learn best by doing, not by listening to a lecture. You will gain real-world experience and build a portfolio under the guidance of expert instructors. Our twelve-month program will have you job-ready upon graduation.

Interested in speaking with a dedicated student advisor or want to learn more? Click Here: https://learn.kenzie.academy/?utm_source=new_opportunities&utm_medium=paid&utm_campaign=craigslist&utm_content=sacramento-job_listing&utm_term=sacramento

What You will learn:

Graduates of this program will have a comprehensive education in software engineering, an established track record of work experience consulting for remote teams, and the skills needed to work as a Software Engineer.

The Software Engineer track is designed to train our students to become skilled coders, while also equipping them with core computer science concepts, which are critical for advancement towards senior roles. The foundation of our curriculum includes learning the necessary coding skills as well as a sufficient understanding of how computers and systems work in order to architect, build, and maintain complex applications.

The primary languages Kenzie Academy teaches are; HTML, CSS, Javascript, SQL, and Python. The choice of languages and technologies is shaped by the current needs of employers.

Want to learn more? Apply today: https://learn.kenzie.academy/?utm_source=new_opportunities&utm_medium=paid&utm_campaign=craigslist&utm_content=sacramento-job_listing&utm_term=sacramento




"
98,Programmer Analyst,N/A,Jul 14,https://sacramento.craigslist.org/sof/d/sacramento-programmer-analyst/7159255731.html,"
compensation: $32.31/hour

employment type: full-time

non-profit organization

","

QR Code Link to This Post


**TO APPLY PLEASE VISIT OUR WEBSITE AT CHILDACTION.ORG UNDER THE ""JOBS"" TAB. A COMPLETED RESUME AND APPLICATION IS REQUIRED TO BE CONSIDERED FOR THIS POSITION**

Child Action, Inc. (CAI) is a private, non-profit corporation created in 1976 to promote the education and social welfare of children and families and to advocate on their behalf. Our programs include resource and referral services for families seeking child care, child care subsidies for qualifying families, recruitment and professional development of the child care workforce, and family education and support.

We are seeking a Programmer Analyst for an immediate opening in our IT department. This is a full-time position, working to develop and maintain primarily web-based applications. A strong applicant will have experience with the Microsoft .NET stack, and knowledge of multiple programming languages including C#, SQL, and JavaScript. The applicant should also have experience using source control in a shared environment.

Position Summary:

The Programmer is primarily responsible for building and maintaining custom multi-user databases and websites. The incumbent performs a variety of intermediate tasks working both on a team and independently, with moderate direction.

Typical Duties:

Designs, develops, programs, tests, and deploys software applications
Develops, maintains, and supports outside agencies with custom software applications
Gathers and documents project requirements
Designs and maintains the Agency Intranet and Internet sites
Assists users with a variety of issues related to software, hardware, training and user errors
Provides written project documentation, and assists staff with software-related issues and training
Identifies new methods of improving application performance and stability
Designs and maintains database applications and ad-hoc data reports
Makes database structure modifications, performs data migrations, monitors resource utilization and maintains data integrity and security
Performs other duties as assigned

Education & Experience:

Bachelor’s degree in a field that develops skills related to typical duties, or two years of additional professional experience or possession of one or more approved information technology certificates and/or completion of other approved technology-related training may substitute for some or all of the required education; and
Two (2) years of fulltime, progressively responsible experience in the computer programming and operations.

Qualifications, Knowledge, Abilities:

Knowledge of various concepts, practices and procedures within the field of computer science
Ability to demonstrate intermediate analytical, written and math skills
Ability to work independently and as part of a team
Ability to demonstrate positive behaviors toward carrying out overall Agency goals and mission
Ability to pass security check by Sacramento County, Department of Human Assistance, for access to the County computer system
Ability to use experience and judgment to plan and accomplish goals
Ability to maintain confidentiality of information
Ability to meet the requirements of daily attendance on the job
Ability to work additional overtime and weekend hours as required
Ability to understand the problems and issues facing families from a variety of ethnic and economic communities
Ability to define problems, collect data, establish facts, interpret and draw valid conclusions
Ability to speak effectively to respond to common inquiries or complaints from clients or employees of Child Action, Inc.
This position requires a high degree of creativity, judgment and problem-solving

Physical Factors:

Works in an office setting. Work is primarily sedentary but may also work outdoors at field sites on an incidental basis, and requires light physical effort; may require greater physical effort on an incidental basis 
Possess visual capability and digital dexterity to operate a computer and other standard office equipment
Make fine visual distinctions upon proofreading written documents and viewing information on a computer screen
May be subject to various job demands such as high volume of work and tight deadlines    
This position requires travel.  Staff applying for or holding positions will be required to successfully meet Child Action, Inc.’s motor vehicle requirements.

FLSA Status: Non-Exempt

Salary Range: $32.31/hour

Closing Date: Open until filled

Hours: Must be able to work full-time, 40.0 hours per week (8.0 hours a day), Monday through Friday. All employees must be able to work additional overtime and weekend hours as required.

Benefits: Cafeteria package for group medical, dental, dependent care reimbursement, and/or out of pocket health expenses; 13 holidays; 15 vacation days; 12 health leave days; life insurance; long term disability insurance; employee assistance program; and 401(k) retirement plan

*Child Action, Inc. is an Equal Opportunity employer, and considers qualified applicants without regard to race, color, creed, religion, ancestry, national origin, sex, sexual orientation, gender identity, age, disability, veteran status or any other protected factor under federal, state or local law.    "
99,Software QA Engineer,N/A,Jul 14,https://sacramento.craigslist.org/sof/d/software-qa-engineer/7159139844.html,"
compensation: $70,000 - $90,000 Annual DOE

employment type: full-time

","

QR Code Link to This Post


Adora is a Point of Sale solution for pizza, bar and fast casual restaurants. The system was conceived by founders from the restaurant industry after trying many competitors who didn’t quite understand the workflow and specific needs of a restaurant. We wanted fewer clicks and faster service with streamlined and intuitive order entry.

Adora POS is a true browser-based cloud system allowing real time access from any device. For multiple store owners or franchisees this provides central menus, pricing, customer database and shared employees.

We are currently seeking to add a Software QA Engineer role to our growing team. This is a great opportunity for anyone looking to join a growing company with tremendous upside. This role comes with the opportunity to build the QA department from the ground up with a large software release later this year.  This is a position with the software development department working closely with the engineering team lead.  The Software QA Engineer must be a detail and process oriented, independent, self-motivated individual with a proven track record of experience testing software in diverse environments for multiple platforms.  The Software QA Engineer will report to the President and work in the Roseville, California office.  This is not a work from home or remote work position; daily office presence is required.


Responsibilities:

Create a QA system, tools & process with the engineering team lead using
Perform functionality and stress testing on upcoming releases
Create release notes for consumer release
Perform bug testing, bug identification and documentation on current release and manage until fix is released


Requirements
Strong technical, organizational, communication and troubleshooting skills.
2 - 4 years’ professional experience
Bachelor’s degree in Computer Science, Information Systems or equivalent degree required
Understanding of QA, testing and software development methodologies and familiar with industry standards and best practices
Both front-end and back-end testing experience
Familiar with C#, javascript, and SQL
Familiar with testing automation tools like Cucumber, Selenium, JMeter, Sping MVC or Junit5
Restaurant experience is a plus


Benefits
Health Insurance
Dental Insurance
Vision Insurance
401K
PTO

Please apply at www.adorapos.com/careers    "
100,WEB and APP developer,N/A,Jul  9,https://sacramento.craigslist.org/sof/d/sacramento-web-and-app-developer/7156395029.html,"
compensation: It will be project base and we need to negotiate and it's based on your skils

employment type: contract

telecommuting ok

","

QR Code Link to This Post


Hi there
I have a web/App development project and I am looking for someone LOCAL - in SACRAMENTO / CALIFORNIA
If you are not local please don't contact me.
If you are local and can meet once a week in Sacramento then please let me know. 
Thank you
Hamid    "
101,Programmer,N/A,Jul  1,https://sacramento.craigslist.org/sof/d/sacramento-programmer/7152047970.html,"
compensation: Starting salary of $75,000, plus benefits, with 90-day review leading to 10-20% salary increase based on performance.

employment type: full-time

","

QR Code Link to This Post


Full-time C#, Python, HTML5, SQL software programmer for well-funded Sacramento-based start-up.

Established cloud-based Tableau application working with Amazon Web Services to manage completed field survey data uploaded by service teams, worldwide. This is a badass application that automatically locates and quantifies leaks in gravity sewer and pressurized water mains,  using our patented and patent-pending technology that is crushing the competition.

Check out our recently posted YouTube Video
Multi-Sensor Probe for Water Leak Detection (2min duration, mp4 file)
https://youtu.be/mK3gPG3WNoA

Company Website
https://www.electroscan.com

Microsoft Teams Interviews Begin Next Week
Send Your Resume    "
102,Full-Time Software/Firmware,N/A,Jun 30,https://sacramento.craigslist.org/sof/d/el-dorado-hills-full-time-software/7151280926.html,"
compensation: Compensation will be discussed during interview

employment type: full-time

","

QR Code Link to This Post


It's a strange time to be looking for a new job, but we're still hiring!  At the moment we are working with the following tech: low level C firmware, Node.js, UE4, Flutter/Dart.  If you're interested in all things software, we may be a good fit for you. 

Ansync is a small company located in El Dorado Hills that combines electronic design, mechanical design - app, system, and firmware development to build cool stuff.  We have an on-site machine shop and electronics assembly line.  We value a diverse workforce. 

To apply, please send us enough information to figure out if you're a match or not -- this could be a resume, it could be something else -- but it MUST be in .PDF format.    "
